,Unnamed: 0,text,sentiment
5281,5281,im addict jone brother new singl paranoid awesom havent heard alreadi go check out,positive
5282,5282,u ever friend u wonder friend know get im question im get u,neutral
5283,5283,night b put hold week co ill last note gut still nice note sun gone,neutral
5284,5284,ok jeff look like black eye,neutral
5285,5285,final pick handicap struggl wrap stronger hand defi got lot sooner though,negative
5286,5286,went hawksmoor last night probabl best speak ive ever had,positive
5287,5287,mummi not today told,neutral
5288,5288,past pizzahut,neutral
5289,5289,im starbuck cup coffe httpfrogcomehhmyj,neutral
5290,5290,look forward new album,positive
5291,5291,org love parent got lavend camera earli birthday present,positive
5292,5292,small thing life count like blur photograph goos streetview keep follow,positive
5293,5293,sky miss isi never want come homeseri,negative
5294,5294,mean portfolio sad no luck ive appli place far,negative
5295,5295,sleep cousin hous weekend buggi,neutral
5296,5296,happi bodi day httpbitlyskul,positive
5297,5297,mmm mmm mmm tss toss tss way much fun bore miss him,neutral
5298,5298,workthink rest finalsumm almost here,neutral
5299,5299,gossip fluffodil latest mad night ten jack less free gender war v sad friend also,negative
5300,5300,dad like sondaught love,positive
5301,5301,tooth achebut still sip partyyyy,neutral
5302,5302,didnt go grm today feel bad,negative
5303,5303,thus far metavers u use second life virtual world rather game tear nova usag im camp metaverseu,neutral
5304,5304,got use talk a,neutral
5305,5305,ugh think plan ruin excit too,neutral
5306,5306,love ever need slow good audiobook oliv twist one ive listen late,positive
5307,5307,rope withdraw full effect no one tie no teach no demon no one play worst no one play with,negative
5308,5308,neither firstbut u go go thou someth first get mayi almost burnt hous set sir,negative
5309,5309,salon mon happi mother day mon,positive
5310,5310,whati hot new,neutral
5311,5311,moss call hostil great gap matter time god know,neutral
5312,5312,sweet still yet watch th movi hope love weekend happi mother day p hata,positive
5313,5313,mummi come home began tonight go pick later slip plane get kill want mummi,negative
5314,5314,not even question whenwhen question,neutral
5315,5315,mon april,positive
5316,5316,j never shes man swell love want gossip girl decid summer spend lot,positive
5317,5317,that true never believ staff call sick monday friday ll,neutral
5318,5318,kind figur hed probabl unabl reason lot thing mania happen way happen,negative
5319,5319,learn lot anoth person dont tri better oneself love happi goodnight,positive
5320,5320,growl look lot site check first excit both,positive
5321,5321,noth new oh pitch clot today one person particular rachel oh plan ultim event,neutral
5322,5322,loop ignor last post meant direct messag,negative
5323,5323,sunset view beauti room,positive
5324,5324,live long prosper star tree best,positive
5325,5325,that realli scar pleas safe bow ill orlando next week,negative
5326,5326,ad minut morn sleep cut useless today show feel nice,positive
5327,5327,look failur,neutral
5328,5328,fell asleep teno song scuffl loud hour lazi go turn like,neutral
5329,5329,ok thank like new pick httptwitpiccomjew,positive
5330,5330,sweet im jayce oneletter think d,positive
5331,5331,follow friday treat fail nobodi follow today abl fail badsuicid bad,negative
5332,5332,day boredom stuck head,negative
5333,5333,thank im glad like flower made diamond,positive
5334,5334,close distanc close everyth seem distant,neutral
5335,5335,pull breakfast sausag mother day hope babi sleep in,positive
5336,5336,sorri chang plan revis monday exam park one friend,negative
5337,5337,may take trip left get fan downit like spain except without pool cool xxxxxxxx,neutral
5338,5338,www mayb dramat her,negative
5339,5339,excel suzaku back togeth wood last episod hope happi one im suck realli she,positive
5340,5340,happi birthday hope enjoy us sing wednesday,positive
5341,5341,cystic lacrym infectect eye face swollen hurt,negative
5342,5342,yeah ink like owen anymor though kind lost respect episod record,negative
5343,5343,wasnt tri call rememb dad alway bad bad bad bad late never got troubl did,negative
5344,5344,well least not bad thought found new webster watch move go sayit not bad not bad all,negative
5345,5345,httptwitpiccomwrk ash tidal love shade girl,neutral
5346,5346,airport horribl hope didnt get hurt,negative
5347,5347,sad news week hospit uncl past away today rip uncl toni,negative
5348,5348,ive go watch stealth skill alway forget,neutral
5349,5349,want go break broke fun me,neutral
5350,5350,got rear end,neutral
5351,5351,it,neutral
5352,5352,bad man way yes time wake real ll,neutral
5353,5353,wait long buy pink ticket go nose bleed sad take binocular,negative
5354,5354,hata yea knew new want go would told new,neutral
5355,5355,back worktoo much email into,negative
5356,5356,date old uponsadi miss orang naso,negative
5357,5357,come u dont seem excit play do,negative
5358,5358,florida last weekend rain came back home ri rain terribl,negative
5359,5359,welcom nephew christian world,neutral
5360,5360,love shoutout tweethampton congress hope your feel better miss last weekend,neutral
5361,5361,im face k,neutral
5362,5362,seen hes beauti,positive
5363,5363,cuba still tri settl down,neutral
5364,5364,heresorri ive never good blend in,neutral
5365,5365,ok found way think tonight let let go danc time,neutral
5366,5366,work leav berlin car late arriv,neutral
5367,5367,check bit mother day haircut can,neutral
5368,5368,realli want go emma check rite now,neutral
5369,5369,well sunday weather look great gone take bike visit mon day,positive
5370,5370,miss lone empti without httpfrogcomozxoj,negative
5371,5371,check green day demand saw new live video u right blow mind love u sub even time mon,positive
5372,5372,no idea reason take geographi c would fall asleep well may,neutral
5373,5373,gut sandbag want sold,negative
5374,5374,exact,neutral
5375,5375,beta expir today back public releas miss alreadi,negative
5376,5376,actual love nesquik cereal,positive
5377,5377,followillfriday suck teach peopl nice bad bad bad bad droop notion,negative
5378,5378,heath thought u weret come london till th love taylor bad bad bad bad,positive
5379,5379,want go im tire,negative
5380,5380,header monday well absolut no plan weekend,neutral
5381,5381,head fair,neutral
5382,5382,laodicean life marya famili probabl got marya spell bee crown congress note spell check recogn laodicean,neutral
5383,5383,sad day love may year ago,neutral
5384,5384,teno lech fail your receiv dollar quot job us last month im get paid major loss,negative
5385,5385,hop shower help tidi room bad bad bad bad hole sum bad bad bad bad friend,negative
5386,5386,sorri alien got sick perhap work ash garden catnip plant,negative
5387,5387,bow actual tri get lazi bottom gear lot still not dress,neutral
5388,5388,yeah plus alway total overseen,negative
5389,5389,dont want miss later game tonight im sad,negative
5390,5390,go indiana baptist sunday pray summer missionari,neutral
5391,5391,best friend began without me,neutral
5392,5392,awak good midday,positive
5393,5393,where new,neutral
5394,5394,nooooooo sue retir no no no no,negative
5395,5395,saw creditcard statement mayb receiv holi aid fan packag yaaaaay,positive
5396,5396,kidney stone realli ugh httptinyurlcomqswvq,negative
5397,5397,not needi made one yesterday,neutral
5398,5398,best purchas today yard sale larg dog crate refriger offic didnt buy anyth old,neutral
5399,5399,no love brodi version well joe donn differ,positive
5400,5400,go watch boy stripe pps hope dont cri,positive
5401,5401,amaz concert citi everyth realli awesom trip,positive
5402,5402,new supernatur tonight,positive
5403,5403,think would good radio doi like awesom music great person,positive
5404,5404,hope probabl revis bu x,neutral
5405,5405,seem happi it,positive
5406,5406,adduct okay admit need help write hit big brow realli realli badsmil bad,positive
5407,5407,gangstarr girl next girl one mid hold still cant listen guess dont matter,neutral
5408,5408,let make last forev,positive
5409,5409,tast addison w far pp,neutral
5410,5410,absolut noth,neutral
5411,5411,inher humil,positive
5412,5412,watch box wait go hollywood tonight,neutral
5413,5413,home ice cream sweetup first sweetup no pick camera batteri die last night forgot charg it,negative
5414,5414,ran facebook quir grocer shop work what,neutral
5415,5415,readi product friday one last year,positive
5416,5416,boy appetit,neutral
5417,5417,ah member master play void union sick miss union,negative
5418,5418,dont get much time either go get wors girl r home summer stick,negative
5419,5419,u copi not wrote him,neutral
5420,5420,yeah download whole album fame miss take care ahahah,neutral
5421,5421,tankd friend problem differ guild utf wrong server,negative
5422,5422,badhug bad listen berg everi one perfect public monday cuba t,neutral
5423,5423,bravest no peopl said theyd think involv loss when,neutral
5424,5424,cashflow forecast fun big red number arent,neutral
5425,5425,wellthat end well unless cours well time power three sum end x all,positive
5426,5426,that probe no idea meet gun met ex onlin ive date pool dri,neutral
5427,5427,yearold girl battl rare breast cancer httpbitlyjpec,positive
5428,5428,ooh cut like you,positive
5429,5429,enjoy say goodbi flex v emot time sun make happi,neutral
5430,5430,deck build muddi miss action,neutral
5431,5431,midst girl llso close yet far,positive
5432,5432,no think much miss tdub,negative
5433,5433,happi mother dayi grm day kiss sum,positive
5434,5434,www herewa cutup serious glad yall fun bad invit got lost mail peac to,neutral
5435,5435,www dislik,negative
5436,5436,go good soak tonight mother day feed love ever,positive
5437,5437,im fight feel sick hope tire im realli not feel well though,negative
5438,5438,didnt check twitter till thank everyon congress realli realli appreci ff,positive
5439,5439,tri unload one thousand photo,neutral
5440,5440,good night eri wouldnt say earli old,positive
5441,5441,thank still pass around germ surviv miss anyth,neutral
5442,5442,dont get car back til monday blood,neutral
5443,5443,u add link cant find u coutur,neutral
5444,5444,go wed afternoon,neutral
5445,5445,got best mother day present tis made cri uncontrol wasnt present,positive
5446,5446,took hog,neutral
5447,5447,littl girl shallow annoy good side straighten hair today look decent,neutral
5448,5448,book no complaint plus im book voucher,neutral
5449,5449,good boyfriend like you,positive
5450,5450,live spainyou never take hot shower grantedluckili nice friend across street,positive
5451,5451,go go bed fail miser book holiday although seem new follow high five x,negative
5452,5452,ah would good reason heh hope goe well run,positive
5453,5453,final watch hes not arizzard austin long sex isnt told a,neutral
5454,5454,knee hurt,negative
5455,5455,iii foggi here,neutral
5456,5456,hole twitter thing new not let chang pictur stuck wee stupid thing now,negative
5457,5457,get readi ship care packag daughter shes not come home summer colleg,neutral
5458,5458,no sorri twitter suck ball sinc repli chang fixrepli,negative
5459,5459,lost follow oh well probabl one mute one anyway,negative
5460,5460,order ask see pp,neutral
5461,5461,brain oh hell way tell me,negative
5462,5462,not alon,neutral
5463,5463,final finish bad bad bad bad film final well except part ink it,neutral
5464,5464,gooooonight twitter hope better tomorrow,positive
5465,5465,sing rememb alway hear radio never catch artist,neutral
5466,5466,tri fix realli need stop cut myself,negative
5467,5467,yeah plan actual got kinokuniya discount card im go plung worri overwhelm,negative
5468,5468,tomorrow final competit,neutral
5469,5469,better get sleep lodger gamemoth day mari owl wake at,neutral
5470,5470,thank tell friend twitter say so,positive
5471,5471,hate sick especi there no one paper me,negative
5472,5472,woke up,neutral
5473,5473,finish lunchsubway eat freshnow go go back work,neutral
5474,5474,oh beauti place hold go steadi mead,positive
5475,5475,tonight great night sport rank layer play want watch game still scare drink,neutral
5476,5476,biggest headach,negative
5477,5477,fatigu settl go power awesom seat tonight im pretti lucki life aint bad,positive
5478,5478,know wrong mayb bad bad bad bad thing like that,negative
5479,5479,your welcom china,positive
5480,5480,im fine ive tri figur mean behind song think anyth ulminnot,positive
5481,5481,may ive never met anyon like calomel much,neutral
5482,5482,oh no hate that,negative
5483,5483,movi popcorn time,neutral
5484,5484,interest peopl like never bore toosher,neutral
5485,5485,holi cut dexter alreadi lost kitten face get counti butt sinc got back old hata,positive
5486,5486,forget u take them,neutral
5487,5487,supernatur pm ten count down,negative
5488,5488,im work,neutral
5489,5489,banana cup coffeenot healthi breakfast,negative
5490,5490,crash drill chicken breast w refer bean unit thirti,neutral
5491,5491,ooh hayfev struckthought go avoid year noon remedi anyon,negative
5492,5492,never good platform game,negative
5493,5493,pomp pomp woooomp,positive
5494,5494,citi bit,neutral
5495,5495,hard go guy seiz person chang caus mine hard chang to,negative
5496,5496,u good repli u fallen sad face,negative
5497,5497,dye hair nail,neutral
5498,5498,learn french funni schoolday today dont mad english bad bad,neutral
5499,5499,dy hair back black,neutral
5500,5500,make mother day gift,neutral
5501,5501,utah not yet mayb slow ill let know show,negative
5502,5502,dont know everi time listen start cri,neutral
5503,5503,ugh feel sick stomach five hour work go,negative
5504,5504,hey saw sal unitei love especi crumpl bad bad bad bad bad bad bad bad scene crumpl dub hilari,positive
5505,5505,mayb miss chanc time,negative
5506,5506,paramor song one best current listen emerg,positive
5507,5507,not columbus want say sorri miss indiana show tomorrow sad wood is,negative
5508,5508,new babi excit congress advanc,positive
5509,5509,yes na song great got old funni na cheerlead remain song ohrwurm day colorblind,positive
5510,5510,feelcap tell fullbuttot awesomewa amaz templecultureabsencetruli amaz thailand,positive
5511,5511,look page realis radio show get play call want love track,positive
5512,5512,that problem earphon get dont last month no matter brand price,negative
5513,5513,signal make internet go pretti bad get teach get fix though,neutral
5514,5514,meet muddi realli hate us,negative
5515,5515,white hous join social network site httpbitlyfox better late never,positive
5516,5516,announc last day due cancer think,neutral
5517,5517,true donna wish joy sunday giddi,positive
5518,5518,room clean time breakfast,neutral
5519,5519,well go work,neutral
5520,5520,juic miss juic fruit,negative
5521,5521,lot thing nice god news job bad news middl nowher got phone twitter cut play video,neutral
5522,5522,cool saw link thank,positive
5523,5523,ah meet thank river,negative
5524,5524,old comput slow kubuntu slender realli,negative
5525,5525,blow updat,neutral
5526,5526,funni eat moss plant natur start shoot no funni,neutral
5527,5527,send get first check make enough work like hour far,neutral
5528,5528,got off,neutral
5529,5529,still french paper still get distract,negative
5530,5530,saw start follow welcom whom,positive
5531,5531,oh ok know daisi love seen yet oh lord,neutral
5532,5532,got exam centr n said cant let u begun sleepless top u cut believ go home,negative
5533,5533,fire wrong drink eat,negative
5534,5534,ridden shi not word id use describ me,neutral
5535,5535,foi put make flouresc fail oh facemer must look hideous also lipstick,negative
5536,5536,ac broke hous wait get estim timefram repair bright side donna join cold week,neutral
5537,5537,sad cannot listen basov bad,negative
5538,5538,wee go move tonight see wolverin,neutral
5539,5539,want chocol milk,neutral
5540,5540,friday last not much fun skin though,negative
5541,5541,equat graph,neutral
5542,5542,dont fall celebr worship though write think best rock on,positive
5543,5543,im home may unpack everyth got wash all,positive
5544,5544,grand pass awayim sick even think know shes better place now,negative
5545,5545,john httptinyurlcomcqnkp,neutral
5546,5546,entir week didnt get design graphic design job home freelanc sad,negative
5547,5547,case miss ff status look may hotel recommend yes may,negative
5548,5548,happi star war day may th you,positive
5549,5549,good see famili good day today,positive
5550,5550,okay thank cant find it,positive
5551,5551,actual think im mean heri feel sorri now,negative
5552,5552,watch cartoon havent year eat breakfast program chang,neutral
5553,5553,miss game,negative
5554,5554,donna releas anoth album alreadi miss them,negative
5555,5555,oh dear terribl howev moleskin notebook rule lot,negative
5556,5556,dont mind not pay rent im moon idea move least year earli,positive
5557,5557,that friend date e could total lean ein well zero franci well fit,neutral
5558,5558,wake earli goddam last day summer,negative
5559,5559,alway get hope soonw soon close,positive
5560,5560,wait recip simpli recip worri,negative
5561,5561,put caucus game score may come vaniti babi know cant believ im watch hockey either,positive
5562,5562,skimchamp taxi servic best land,positive
5563,5563,knee kill me,negative
5564,5564,plus gun ice realli miss live there,negative
5565,5565,goe first twitter twitterberri applic blackberri bold cheer long live mr,positive
5566,5566,www no problem sorri loss,positive
5567,5567,fun hon ooh look poet am,positive
5568,5568,hrs time un wait start st exam scar work hard morn though feel ok at,neutral
5569,5569,name soul boy tell em live live httplustreamus,neutral
5570,5570,definit worth art not withstand hate move hate pack even more,negative
5571,5571,realli enjoy podcast st time listen show def listen on,positive
5572,5572,gone mmm plug help said id go maximum still want stretch more,neutral
5573,5573,know your late tu night scan start oh well graduat today,neutral
5574,5574,doesnt sound great httpisgojuli palmar,negative
5575,5575,night boss,neutral
5576,5576,ny right favorit peopl instead stuck ri,neutral
5577,5577,dam finish watch prison break final breakorg dont think ive cri hard showfin understand final,positive
5578,5578,dont u use twitpic none pick show phone,neutral
5579,5579,hata mayb someday publicist that go school for,neutral
5580,5580,red wine now,neutral
5581,5581,song know especi sinc summer bore time begin with,negative
5582,5582,altern name bacon mari bloodi pigmi give boyfriend credit idea,positive
5583,5583,say look like semi havana messr august blast,positive
5584,5584,wonder local border go make lot bare shelv make sad,negative
5585,5585,hey great gig well exchang track via ze email im lost loop right still write bad bad bad bad,positive
5586,5586,disgust well baron spell lesson home hata effort note r u hasti splash love you,neutral
5587,5587,sang mother day alreadi goodnight twitter world start shoot monday,neutral
5588,5588,suck u go id b pass,negative
5589,5589,httptwitpiccomdmtn saw pick remind anna king cuuuut littl fell,positive
5590,5590,copper ive heard son seen one want see cant wait get there,neutral
5591,5591,hi welcom twittervers help anyth ask,positive
5592,5592,think drink water hey free,neutral
5593,5593,super pump relay life tone walk honor sweet grand uncl howard past yesterday,neutral
5594,5594,jone rock tonight go bed write bit night bless all,positive
5595,5595,ugh someth wrong sudden feel extrem flush shake broke sweat ink what wrong,negative
5596,5596,dont know notic happen sometim too,neutral
5597,5597,babi not talk possess right,neutral
5598,5598,chest cat moment video httpshortstic enjoy,positive
5599,5599,today bless day,positive
5600,5600,look good all,negative
5601,5601,good morn good wake music,positive
5602,5602,go mall donna see movi ghost gas past hope good top go alon look cut feel good,positive
5603,5603,im soon happi semi back twitter,positive
5604,5604,httptwitpiccomissu yeah well thank badblush bad,positive
5605,5605,gig awesom exhaust dont want revis how,neutral
5606,5606,borrow mon novo lawton trackpad batteri life suck ball quarter serious miss malbrook pro,negative
5607,5607,scant live live may oh bow oooowwwch foot hurri plaster go bleed death,negative
5608,5608,wood realiz des not go through,neutral
5609,5609,badwav back bad good day,positive
5610,5610,naughti woman soon meet,neutral
5611,5611,ugh appar author refil tuesday readi pick order status onlin still say wait review,negative
5612,5612,believ black person explain feel boyfrann mine got sprung,neutral
5613,5613,practic blackjack skill doesnt look hope httpfrogcomltsj,negative
5614,5614,happen day custom ask ship work address sent anoth one,neutral
5615,5615,crumbl best art attack thank follow,positive
5616,5616,work bank holiday dont mind good fun,positive
5617,5617,gig listen court new song space tell anti,neutral
5618,5618,origin nonyakov act delet got boughtout not bad dont receiv yakovspasm it,positive
5619,5619,wish sleigh happi mother day midnight ny,positive
5620,5620,onlin shoppingfantast,positive
5621,5621,im enjoy sunday much no parent no revis like sunday,positive
5622,5622,big hair rock day today think go start xxxix httplipamzp,neutral
5623,5623,oh well mayb one day,neutral
5624,5624,hope dint tireless ne water ugh save copi watch it,negative
5625,5625,onlin,neutral
5626,5626,make cupcak say cant well your bad sister,negative
5627,5627,sorri hear go okay meet away,negative
5628,5628,argu byron said fat,negative
5629,5629,unload photo cellnoth like true candid,negative
5630,5630,entir bodi hurt shower hot tea pleas,negative
5631,5631,lost first field note notebook page fill rip fieldnot,negative
5632,5632,seventeen today break chorleywood see cambridg,neutral
5633,5633,alright alright tune take note rememb said got spot rais hand both,neutral
5634,5634,make feel better saturday night lame well heart you,neutral
5635,5635,spent day put trampl tire use cool though,neutral
5636,5636,serious sum make eat yeah weird eat habit not eat day realli,negative
5637,5637,oliv no happi sum day sum gun,negative
5638,5638,figur work dont get hope your well,neutral
5639,5639,oh wish thick fill im emin jealous,negative
5640,5640,ive offici lost faith britain look like wish werent met sad,negative
5641,5641,offic hourstri make comput feel better,positive
5642,5642,say hi limb me,neutral
5643,5643,havana mayb certain group junior hello world,neutral
5644,5644,well dint realli know not stay wit want b iv move home rent away,negative
5645,5645,watch standard version no blue yet effect best seen home system yet bad bad bad bad d,positive
5646,5646,parti new life awesom no girlfriend creat ton drama babe parti way go w,neutral
5647,5647,thank serious back plan,neutral
5648,5648,dont cut yourself,neutral
5649,5649,remind good speak havent postur check awhil,positive
5650,5650,say gash miss yesterday live chat bed sick,negative
5651,5651,mania feet lot like love love classic realli,positive
5652,5652,smash follow paramor o,positive
5653,5653,walk street london townno field,neutral
5654,5654,thank look,positive
5655,5655,whatev workweek time go play new phone card didnt transfer contact list,neutral
5656,5656,want see friend endless fun no work play drunk wall mean sleep one bed,positive
5657,5657,screw im go shop ill back like anyway ill hard core revis,neutral
5658,5658,good morn twittermr rise shine way school,positive
5659,5659,oh no week bad one everyon love pretti face go fantast concert tonight,neutral
5660,5660,cook sumptuous lunch today,positive
5661,5661,malta take well know quit made one day no one took yet put pick day ff bad bad bad bad,neutral
5662,5662,hey tallebudgera creek pmvisit anita special treecould almost bump you,neutral
5663,5663,forgot mon two,neutral
5664,5664,studi spite whatev wonder unforgett weekend do,positive
5665,5665,jeff right call duti own go figur extra copi wolvarin bought earlier week,positive
5666,5666,nice chat old find sinc v talk fun,positive
5667,5667,never invit,negative
5668,5668,hope neither ladi today,neutral
5669,5669,look like anoth sober weekend ahead,negative
5670,5670,soonim kind sick n tire gun dish out,negative
5671,5671,hi cant stay long go work soon,neutral
5672,5672,refer dont dress either sound like good buy then,positive
5673,5673,damn train start would cool next time,neutral
5674,5674,bahhhh cold weather make teeth hurt,negative
5675,5675,love himi hate himi love yesterdayil hate tomorrow bad bad bad bad confus,neutral
5676,5676,got book ticket athen,neutral
5677,5677,not sure yet said well see,neutral
5678,5678,watch sick utter digest countri,negative
5679,5679,ugh suck,negative
5680,5680,love import love mon happi mother day,positive
5681,5681,no buttock stupid im silli forget,negative
5682,5682,im actual type sash dont tell anyon,neutral
5683,5683,empitom epic fail know epic fail,negative
5684,5684,sorri hear that,negative
5685,5685,org broke penza stress mad me,negative
5686,5686,yeahbut finish go home get chang etc etc again,neutral
5687,5687,think canit control thought,negative
5688,5688,holi bad bad bad badsharapova take beat unheed qualifiedok back doubl,negative
5689,5689,oh offend ha,negative
5690,5690,finish twilight wish want over,positive
5691,5691,sum thank get dress wait wash finish hang ill text set off,positive
5692,5692,realiti think donna clean room bad bad bad bad need read good book sens sensibl come beat lili,positive
5693,5693,dont know gun radio dinner much energi wouldnt abl it,neutral
5694,5694,row p tri run front corrupt could see sing away,neutral
5695,5695,bust cap tell bust cap jesus,neutral
5696,5696,wish joe bidden train me,positive
5697,5697,kind bore anyon els think ill listen hip hop pretti good check wwwbseresultsnet,neutral
5698,5698,cant minut treadmil done minut today alreadi donna minut more,neutral
5699,5699,still devast manchest unit lose final,negative
5700,5700,not realli instal os x harddriv get boot school mass,neutral
5701,5701,digiqom welcom new team member compani today,positive
5702,5702,hata im philippin want follow you,positive
5703,5703,even cant leav work until,neutral
5704,5704,period studyhal rememb upon music time,neutral
5705,5705,that mean,negative
5706,5706,back thank posit energi contribut here,positive
5707,5707,ground tonight hate stupid silent mode,negative
5708,5708,watch cartoon,neutral
5709,5709,no not expens window line,neutral
5710,5710,realli watch hata,neutral
5711,5711,definit mile,neutral
5712,5712,good morn hope everyon well monday thank followfriday record bless,positive
5713,5713,anim ad work one favorit thing much im saturday night fun,positive
5714,5714,tell work give two day row state im full time im suppos prioriti,neutral
5715,5715,hes mess love him,neutral
5716,5716,think whatev bad bad bad bad mean jack girl show us love bad bad bad bad,positive
5717,5717,girl well someth quick pleas,positive
5718,5718,someth way mail pp address foi,neutral
5719,5719,plan run riot luzon today ba not realli where librari bad bad bad bad town though,neutral
5720,5720,hale yeah that coolest part havana match grief,positive
5721,5721,happi mother day mon,positive
5722,5722,marri year wonder man,positive
5723,5723,httptwitpiccomkw besid there,positive
5724,5724,far downtown minut verg burgher,neutral
5725,5725,org make cri wee girl sad,negative
5726,5726,whether that good bad cant disagre there,neutral
5727,5727,id respond go,neutral
5728,5728,awak nap,neutral
5729,5729,got finish watch barley cri like bad bad bad bad babyim miss beast like crazi,negative
5730,5730,today soon bore school sleep time,negative
5731,5731,rain ever go away puppi get cabin fever doesnt like go rain,negative
5732,5732,day till beyond,neutral
5733,5733,shill quit bore moment,negative
5734,5734,almost everyon suck bad bad bad bad right give peopl bad bad bad bad over,neutral
5735,5735,happi mother dayyyi love mummyyyyyyyy,positive
5736,5736,glad hope make back near new orlean,positive
5737,5737,work work work get tire sudden nice told say hi www enthusiast hi paul,neutral
5738,5738,break heart,negative
5739,5739,found new box call xbox not no week,neutral
5740,5740,hate watch thing make sad n want cri,negative
5741,5741,ive got one though think mine attribut seizur induc colorlight show movi soloist,neutral
5742,5742,build hotel without aircon bloodi boil here,negative
5743,5743,want b mari antoinett cos perfect hair far cloth n ton macaron happi day,negative
5744,5744,miss wish lodg semi you,negative
5745,5745,dont no plan go home watch game plus still work earli part late,neutral
5746,5746,oh no kindergarten teacher die mrs collis alway rememb everi student ever love ladi,positive
5747,5747,fantast,positive
5748,5748,vaniti holi whizz home soon kiss,neutral
5749,5749,well go sleep peopl night twitter love badwelcom home bad,positive
5750,5750,hi thank follow good luck friend ha,positive
5751,5751,tact bell trampyesssssir,positive
5752,5752,gun heard fli that go around swine fli hope gun safe therev death alreadi s,neutral
5753,5753,happi mummi day,positive
5754,5754,eat chicken nobl soup one day,neutral
5755,5755,fresh princ sleepi sleep night routin go go earli mr,neutral
5756,5756,keep tri talk australia think jet law far isnt work still want go,neutral
5757,5757,didnt get job stuff magazin admit would amaz oh well,neutral
5758,5758,depress alreadi want book,neutral
5759,5759,new york ft look rather good last night big appl,positive
5760,5760,wait man get home take wait hour,neutral
5761,5761,hell unlucki come next week here,negative
5762,5762,mustv delet phone cant find email either,negative
5763,5763,good luck itdo well best wish you,positive
5764,5764,lot usual sundri thank god clean hous prais god cut hedg thank prais god more,positive
5765,5765,good luck tonight fun,positive
5766,5766,not work here,negative
5767,5767,must weather b nice bad minut,positive
5768,5768,wish chicago,negative
5769,5769,go go get food,neutral
5770,5770,org learn littl girl play lucki first land time movi murder age utf,negative
5771,5771,yeah know run spammer seem move fast though alreadi two first minut post block em,negative
5772,5772,part pineforest httptinyurlcomjug,neutral
5773,5773,wish pitchfork would shut primavera make miss spain,negative
5774,5774,blaze head hurt,negative
5775,5775,penni u aliveim get da hair doneto bad im not chill w u today kind sad,negative
5776,5776,oh man better someth fix ugh stupid horizon,negative
5777,5777,soul look forward new big fan,neutral
5778,5778,no didnt not anyway,neutral
5779,5779,exam didnt go cast school finish form that disappoint myself,negative
5780,5780,work tomorrow shell,neutral
5781,5781,dead verbal,negative
5782,5782,happi star war day may fourth you,positive
5783,5783,oh love test drunk friend ahahah,positive
5784,5784,water go home caus present end x,neutral
5785,5785,thought simpl one found hilari,positive
5786,5786,night danc parti fun time awkward situat highlight drive w aim ann listen satellit window downnnn,neutral
5787,5787,took month understand altar,neutral
5788,5788,wind near blew oatfield,neutral
5789,5789,woke feel real good caus crisp krem want doughnut,positive
5790,5790,hey,neutral
5791,5791,okay feel realli sick now,negative
5792,5792,got back lunch feel like nap order work press on,neutral
5793,5793,long listen music realli happi librefm audaci combin here profil httpis httptinyurlcomrozj,positive
5794,5794,think twitter rate everi come photo took age day chang pick especi time,negative
5795,5795,traffic jam outsid chicago feel offic space right now,positive
5796,5796,cant wait see tone hilari,positive
5797,5797,chill wait funni babi get work get drink finish da song have,positive
5798,5798,donna go aunt parti donna late night thing hope get school tomorrow,neutral
5799,5799,anoth day couldnt find end tri anoth cart cant rememb name sigh,neutral
5800,5800,thank feel happi make day great one enjoy fullest n fun alway,positive
5801,5801,talk phone someon ive miss lost,negative
5802,5802,ughhhhhhhhh not go anywher today sit bedroom share mother cri,negative
5803,5803,hard find good hous event sacramento area,negative
5804,5804,babsi there manual process take never outlook databas puff happi must product,negative
5805,5805,flik good one might think year nanowrimo competit,positive
5806,5806,get go coffe no fun hate too,negative
5807,5807,bus roll along faster expect might make home mayb,positive
5808,5808,no worri,positive
5809,5809,oh yeah radio play earth wind fire,positive
5810,5810,wat u make come da way forv,neutral
5811,5811,dayssss ahahah super excit theyr tell heart wont beat awesom yesterday,positive
5812,5812,your cut,positive
5813,5813,follow r band kind gene play nice meet y,positive
5814,5814,tonight bad not go there,negative
5815,5815,cant get one either dog im pretti sure funni wouldnt surviv struggl tom,neutral
5816,5816,good day let see get accomplish today togeth,positive
5817,5817,realiz tonight drake,neutral
5818,5818,make someth buy someth imperson shes mon,neutral
5819,5819,u eat isnt exact true u digest todayisaprosper product day thankujesus beyebless he,positive
5820,5820,org even know friend knew small world,neutral
5821,5821,aaauuuggghhh n check macdonald check hata next hot cheek,neutral
5822,5822,shed realli go bed proper tire cut b overx,negative
5823,5823,watch wizard eager place,neutral
5824,5824,ask suit head didnt think look much like bad bad bad bad,negative
5825,5825,that babi littl rhythm still sinc inter,neutral
5826,5826,unless absolut gorgeous id rather men stay cover seen sight today put food ukpub,positive
5827,5827,ok sweep sorri mani twitpic ill delet pick soon em copi,negative
5828,5828,home school tonight probabl not,neutral
5829,5829,drama funni,positive
5830,5830,mmm eat ostiti pink spinal dip sr,neutral
5831,5831,much blow no time to,neutral
5832,5832,im soon lost without car truli depress pregnant peopl never stress out,negative
5833,5833,want ice cream,neutral
5834,5834,hata nice heard sweet hotel anoth note not good game last night,neutral
